srcStateName,srcYear,Budget type,Total expenditure,Developmental expenditure,Social services,"Education, sports, art and culture",Medical and public health,Family welfare,Water supply and sanitation,Housing,Urban development,"Welfare of scheduled caste, scheduled tribes and other backward classes",Labour and labour welfare,Social security and welfare,Nutrition,Relief on account of natural calamities,Other social services,Economic services,Agriculture and allied activities,Crop husbandry,Soil and water conservation,Animal husbandry,Dairy development,Fisheries,Forestry and wild life,Plantations,Food storage and Warehousing,Agricultural research and education,Agricultural finance institutions,Cooperation,Other agricultural programmes,Rural development,Special area programmes,Irrigation and flood control,Major and medium irrigation,Minor irrigation,Flood control and drainage,Energy,Power,Industry and minerals,Village and small industries,Industries,Other industries,Transport and communications,Roads and bridges,Others means of transport and communications,"Science, technology and environment",General economic services,Secretariat services,Tourism,Civil supplies,Others general economic services,Non developmental expenditure,Organs of state,Fiscal services,Collection of taxes and duties,Other fiscal services,Interest payments and services of debt,Appropriation for reduction or avoidance of debt,Interest payments,Interest on loans from the centre,Interest on internal debt,Interest on market loans,Interest on National Food Security Food ( NSSF ),"Interest on small savings, provident funds, etc",Other interests on internal debt,Administrative services,Secretariat services,District administration,Police,Public works,Other administrative services,Pensions,Miscellaneous general services,Payment on account of state lotteries,Grants-in-aid and contributions,Compensation and assignments to local bodies and Panchayati Raj Institutions,"Transfers to road fund, education cess fund, etc",Reserve with finance department,YearCode,Year
UTTAR PRADESH,2016-17,Accounts,23659226,13769529,9186112,5221991,789823,496330,48107,9351,396118,417104,63591,1389657,0,283272,70768,4583416,559929,232946,63457,95857,12033,6220,56002,508,22297,18220,0,50868,1521,1384825,1198,546612,363715,159293,11117,1453974,1436956,67251,41540,24990,722,482592,463929,18663,6265,80770,11281,5181,3709,60598,8825482,248157,347089,344694,2395,3770802,1077235,2693567,92748,2227816,1154026,644062,366467,6535,1632414,41606,73519,1219592,51239,246459,2822694,4325,0,1064216,1064216,0,0,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016-17,Budget Estimates,9720638,7366441,4160009,1024382,478943,117105,186770,95399,351486,877776,20430,593073,335843,28982,49820,3206431,773391,202858,8160,41785,0,13317,28256,0,1000,37382,0,14891,425742,675223,0,823848,817605,3525,0,515986,515857,114801,41932,61869,11000,60671,48351,12320,1439,241073,69077,5431,10226,156339,2337753,86903,77958,77958,0,780978,10333,770645,38606,683779,580044,65373,48260,0,522791,22052,83780,334308,20069,62582,869109,14,0,16444,16444,0,0,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016-17,Revised Estimates,8687038,6339841,3967709,986382,450643,107905,164770,82399,283486,877776,20130,593073,335843,28982,36320,2372131,744291,176158,8160,41585,0,11617,28256,0,500,37382,0,14891,425742,620223,0,223948,217705,3525,0,515986,515857,78401,24932,42469,11000,60371,48351,12020,1339,127573,56577,4431,10226,56339,2330753,86903,77958,77958,0,780978,10333,770645,38606,683779,580044,65373,48260,0,515791,15052,83780,334308,20069,62582,869109,14,0,16444,16444,0,0,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016-17,Accounts,8143220,5623537,3528556,1195485,334319,124640,118671,2980,131270,659229,14659,560784,284743,61334,40442,2094981,612202,66194,5505,38418,0,10520,43078,0,500,36665,0,8965,402359,654852,0,203305,196754,4754,0,459378,459257,38242,8904,29337,0,59493,55404,4090,1715,65794,49478,4315,6018,5983,2512499,65461,77814,77813,1,860919,0,860919,25885,776750,631902,108597,58283,0,607204,16229,70247,450633,17203,52892,901065,35,0,7184,7184,0,0,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016-17,Revised Estimates,24490091,14318462,9544260,4846509,846278,482155,109574,9129,514714,502019,91370,1435652,0,633931,72930,4774202,649439,306793,62528,103334,10989,10979,63273,633,21546,15584,0,52220,1558,1210100,4247,650379,478602,141596,10890,1454818,1438472,253762,62608,151442,39713,453546,433380,20165,6220,91693,12468,6863,8304,64057,9102877,285675,376320,373398,2921,3815145,1077235,2737910,92524,2269568,1153026,644062,369283,6535,1786141,49410,74472,1191260,209373,261626,2835864,3733,0,1068752,1068752,0,0,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016-17,Budget Estimates,12953033,7814068,5434281,2563359,512892,62081,206739,17472,523488,142958,29593,1165385,107213,38938,64163,2379787,406955,172969,9859,43090,16601,20311,62507,0,21451,16649,0,24812,18707,1306056,163505,114246,33899,48999,30213,74811,73600,143529,71220,72309,0,117259,50762,66497,9369,44056,11825,11363,10273,10594,5081444,93443,126889,123508,3381,2659691,40000,2619691,94326,2313468,1430437,826999,121385,90512,746318,25126,18587,535197,53690,113718,1441682,13421,7189,57521,57521,0,0,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016-17,Revised Estimates,13880950,8771429,5872281,2521369,627068,59590,211046,15628,575137,168194,14854,1438678,96124,77965,66626,2899148,409444,180018,9357,39007,13614,23735,62002,0,19699,16474,0,27484,18055,1646465,157841,106974,31933,45016,28887,270884,240309,123761,60981,62128,652,134322,46893,87429,8285,41172,11203,11325,11131,7513,5047216,91924,117612,114312,3300,2608396,35000,2573396,71073,2301932,1396401,844361,110941,89450,732998,24664,19121,526941,50045,112226,1480567,15720,4497,62305,62305,0,0,2016,"Financial Year (Apr - Mar), 2016"
MANIPUR,2016-17,Accounts,818476,439973,205676,115878,40591,1932,5546,1163,4163,8024,1504,17991,5828,2514,543,234297,35725,12664,3993,6367,137,2306,6360,8,2118,270,0,1501,0,81083,5737,9071,4265,962,1572,74997,74573,7109,6664,445,0,11124,11124,0,2829,6622,2709,2025,11,1876,342118,15477,5120,5082,39,65409,11034,54375,3064,39440,28623,7757,11869,2,138744,5043,3465,118383,3344,8508,117367,1,0,36385,36385,0,0,2016,"Financial Year (Apr - Mar), 2016"
SIKKIM,2016-17,Budget Estimates,462479,307611,155020,92584,19767,2384,3810,3450,10325,4868,839,8517,1223,3522,3730,152590,37450,15004,3514,3961,95,572,7427,667,1997,0,0,1394,2819,24792,200,15439,0,14877,562,22406,22306,6197,3911,2286,0,14945,10056,4889,554,30609,26584,1679,92,2254,149004,8147,11427,11392,35,33718,1200,32518,1160,24808,19952,1982,6550,0,45703,3778,1936,28339,2628,9022,48112,1897,153,5864,5864,0,0,2016,"Financial Year (Apr - Mar), 2016"
SIKKIM,2016-17,Revised Estimates,453589,296800,165404,92011,21037,2384,4412,10463,10837,4915,839,8562,1223,3522,5198,131396,40612,15914,3514,4121,95,704,9942,667,1283,0,0,1394,2979,25014,200,16110,0,15548,562,22109,22009,6465,3971,2494,0,15484,10490,4994,554,4847,486,1858,92,2412,150926,8297,11832,11797,35,33718,1200,32518,1160,24808,19952,1982,6550,0,47070,3778,1936,28339,2819,10198,48112,1897,153,5864,5864,0,0,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016-17,Budget Estimates,25335454,14981102,10178983,5233221,922531,622765,111975,8578,542342,522896,107037,1566601,0,497100,43937,4802119,685018,314625,72170,112082,12541,9100,69780,694,19220,18748,0,54340,1720,1241799,5851,692005,522161,138068,10890,1394257,1381649,310572,68091,192062,50419,354532,333444,21088,6286,111798,13591,4684,8501,85022,9285600,289404,407320,404126,3194,3810631,1077235,2733396,92511,2229570,1143999,617990,404781,6535,1924262,52088,82087,1312117,228313,249657,2850276,3707,0,1068752,1068752,0,0,2016,"Financial Year (Apr - Mar), 2016"
HIMACHAL PRADESH,2016-17,Revised Estimates,2761327,1767629,1099341,582913,142162,43151,116394,9968,59100,7015,13965,77755,6496,32965,7457,668288,184898,50681,6295,32542,2061,2627,47341,182,16779,20579,0,4811,1000,127402,0,47872,4994,41694,505,96800,96314,12597,10167,2429,0,177677,148660,29017,972,20070,5805,11525,1452,1288,992695,27141,30854,30734,120,332977,0,332977,8412,235930,142401,73415,88635,0,185818,7834,19325,99339,32354,26965,413367,2538,0,1003,1003,0,0,2016,"Financial Year (Apr - Mar), 2016"
SIKKIM,2016-17,Accounts,378808,231168,133507,76920,19132,1773,3925,10286,2614,2911,638,5780,1010,3396,5123,97660,26875,9495,849,3562,93,668,7456,667,1179,0,0,1366,1542,23649,72,2980,0,2504,476,21345,21245,3153,2248,906,0,14231,9237,4994,465,4891,2009,1852,96,933,142077,6883,10268,10268,0,33639,1200,32439,1148,24166,19387,2100,7125,0,45150,3853,1940,27158,2629,9569,44643,1495,150,5563,5563,0,0,2016,"Financial Year (Apr - Mar), 2016"
HARYANA,2016-17,Revised Estimates,7254876,5058743,2781879,1243626,293123,20510,180747,2743,340763,74266,39909,505631,20605,45397,14559,2276864,319685,115410,7919,65280,91,5161,31581,0,32489,35503,0,26077,173,320164,0,185533,159371,811,0,1054207,1050342,40624,25374,15250,0,303085,97149,205936,2982,50585,32344,276,15138,2827,2146133,89665,44668,44474,193,961607,0,961607,7565,847368,575801,133045,102549,4125,445247,14943,20768,337221,25580,46735,600940,4008,0,50000,50000,0,0,2016,"Financial Year (Apr - Mar), 2016"
UTTARAKHAND,2013-14,Accounts,1621641,936598,729800,406753,80151,9773,47757,193,6808,25188,9805,67645,0,67030,8698,206798,101341,29585,0,12521,1393,741,37320,60,2135,13761,0,3825,0,35653,0,31930,23975,7559,397,737,8,5439,4929,510,0,22462,18261,4201,853,8384,310,5647,325,2101,618207,20619,23643,23217,426,205604,0,205604,3722,153496,71472,68050,45293,3093,155272,10540,8291,90859,30880,14702,213068,0,0,66836,66836,0,0,2013,"Financial Year (Apr - Mar), 2013"
HIMACHAL PRADESH,2016-17,Accounts,2534422,1560624,960992,494519,119024,31108,113744,9128,54853,6277,12318,74221,6156,33056,6588,599632,167817,43603,6052,29234,1697,2544,41256,128,18099,20578,0,3626,1000,117879,0,46183,5039,39057,1430,82229,81818,12152,9987,2165,0,154640,125711,28930,952,17778,3730,11500,1391,1157,972795,25756,24217,24101,116,335891,0,335891,8417,237523,142401,75170,89950,0,173119,7347,17126,97001,26656,24990,411417,2395,0,1003,1003,0,0,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2017-18,Budget Estimates,10851173,7728756,4917439,1210125,402392,189635,119344,252678,381083,1184000,41885,659969,392003,35966,48360,2811317,755432,194075,28930,43162,0,10794,29564,0,100,38785,0,9226,400796,259305,0,1015296,1008269,4003,0,469414,462134,99499,30145,67954,1400,112883,59493,53390,1922,97566,68658,3680,17063,8165,3117872,89239,71753,71681,72,1133861,20000,1113861,55606,1009983,793624,102307,48272,0,694439,123469,101047,380798,23241,65884,1128569,12,0,4545,4545,0,0,2017,"Financial Year (Apr - Mar), 2017"
HIMACHAL PRADESH,2017-18,Revised Estimates,3065115,1914299,1215524,654561,155823,46177,122466,13481,38266,6327,33654,96501,7791,32373,8105,698775,215755,61043,7429,34659,2041,3105,49484,150,28134,25143,0,3569,1000,148466,0,48439,4488,43424,527,50400,49874,12202,10302,1900,0,198458,166845,31613,1301,23754,7047,14099,1192,1417,1149786,33325,29021,28880,141,381742,0,381742,8673,274104,164792,68232,98965,0,208128,8890,23091,112990,33130,30027,495000,2570,0,1030,1030,0,0,2017,"Financial Year (Apr - Mar), 2017"
PUDUCHERRY,2017-18,Accounts,580665.6,392838.6,223479.5,74938.7,48700,914.6,5069.4,4649.3,18288,12713.4,3020.5,48767.8,2860.2,2775.3,782.2,169359.2,28836.5,5383.8,283.6,3210.6,256.8,4909.3,771.2,0,11420.7,1538.2,0,781.8,280.5,4316.5,730.5,2420.2,0,2347.8,72.4,121376,121376,4301.7,2132.1,2169.6,0,2709.5,1976.3,733.3,348.6,4319.7,1068,1488,894.4,869.3,187425,4393.3,5406.9,5406.9,0,69616.8,1000,68616.8,13809.2,48008.8,39336.5,0,6402.4,396.4,33262.4,2710.6,614.6,18017.3,3162.3,8757.6,74577.9,167.7,0,402,402,0,0,2017,"Financial Year (Apr - Mar), 2017"
HARYANA,2017-18,Accounts,7325735.6,4616815.8,2806133.8,1178292.3,290363.3,17062.4,170364.7,3799.2,402873.7,39630.5,51730,572992,13979.7,51197.2,13848.8,1810682,273470.9,86502.7,7551.1,66673.1,78.9,4402.6,28662.3,0,10722.7,35935.8,0,32829,112.9,298083.9,0,146308.6,129779.9,708.7,0,763152,760306.1,31769.5,9967.9,21801.6,0,290244.5,93383.3,196861.2,2652.6,5000,2167.9,282.9,22.9,2526.2,2669867.5,93406.5,43286.7,43157.6,129.2,1196127.3,0,1196127.3,10408.7,1060274.4,696647.2,118525.3,109353.1,16091.2,457275.5,14824.9,19527.2,357569.5,16504.2,48849.7,878313.5,1458,0,39052.4,39052.4,0,0,2017,"Financial Year (Apr - Mar), 2017"
MANIPUR,2017-18,Accounts,927400.3,507303.3,256941.8,130435.8,53752.3,2342.6,6257.1,1068.5,8960.2,16686.8,2059.2,25623,3360.7,4434.2,1961.6,250361.5,47128.2,13238.7,3721.7,7972.5,180.4,3625.4,8278.5,8,7737.8,314.6,0,2042.6,8,98755.1,6726.1,8975.4,4217.6,909,1490,56563.6,55759.4,8030.8,7468.2,562.6,0,9879.2,9879.2,0,4400.8,9902.1,6318.1,1663.6,0,1920.4,366687.9,16976.6,6520.9,6488.3,32.6,63439.5,7143,56296.5,2720.6,41662.8,31989.8,7249.1,11912.6,0.4,147319,6565.2,4522.6,122145,5651.6,8434.6,132431.4,0.5,0,53409.1,53409.1,0,0,2017,"Financial Year (Apr - Mar), 2017"
MANIPUR,2017-18,Revised Estimates,1029411,610097,308176,145855,60787,2641,6410,1180,18855,22858,2007,31148,7680,6529,2227,301921,65407,20256,3767,11273,253,3827,15467,8,8067,363,0,2117,8,114186,10935,9938,4761,1186,1644,56911,56061,12948,12344,604,0,15824,15824,0,4860,10913,6659,1963,0,2291,365528,17149,8023,7979,45,61432,4789,56643,3064,40501,28623,8533,13056,22,158385,6471,5549,131917,4414,10034,120531,7,0,53785,53785,0,0,2017,"Financial Year (Apr - Mar), 2017"
MANIPUR,2017-18,Budget Estimates,987855,591573,298621,150821,56156,2110,6004,1180,22097,19453,1671,27064,7679,2448,1938,292951,59063,19731,3286,10280,253,3371,14746,8,5221,337,0,1823,8,109256,8991,10271,4965,1148,1794,47324,46574,14564,13961,603,0,20102,20102,0,4701,18680,15013,1473,0,2194,358499,17130,7312,7267,45,58321,4789,53532,2750,40819,28322,9324,9955,9,155109,6301,5304,129530,3833,10141,120531,96,0,37783,37783,0,0,2017,"Financial Year (Apr - Mar), 2017"
CHHATTISGARH,2017-18,Budget Estimates,6131283,4522416,2734139,1375901,360373,31091,141747,296389,151490,28661,33470,192109,75036,29480,18391,1788278,892850,184790,18492,49285,0,9647,140379,0,452467,12984,0,21506,3300,349777,0,21893,10393,11087,0,283039,279099,83762,21004,62139,620,145179,134908,10271,1701,10076,2464,3272,0,4340,1499221,48889,148201,148201,0,324268,20000,304268,15516,239710,154815,60484,39141,9901,456367,14046,25557,350425,18840,47501,521391,104,0,109646,109646,0,0,2017,"Financial Year (Apr - Mar), 2017"
CHHATTISGARH,2017-18,Revised Estimates,6539210,4968176,2870994,1379012,379211,25422,140399,413699,155546,29034,35174,190632,74937,29480,18447,2097182,1103274,385591,18592,46075,0,9602,139841,0,465930,12983,0,21361,3300,373729,0,41546,30062,11087,0,326450,322510,96700,18912,76788,1000,142906,133458,9448,1701,10877,2464,3272,0,5141,1434568,50266,139064,139064,0,347780,20000,327780,15516,263222,178327,60484,39141,9901,492163,14000,25163,385792,18442,48766,405191,104,0,136466,136466,0,0,2017,"Financial Year (Apr - Mar), 2017"
CHHATTISGARH,2017-18,Accounts,5622975.1,4199467.7,2437159.1,1184455.7,337649.9,23020.3,137885.8,326396.5,125580.7,17614.7,25500.3,152416.6,63729.8,26025.9,16883,1762308.7,878104.4,325159.9,12410,40895.6,0,7902.6,116208.7,0,345532.5,12706.2,0,15919.6,1369.5,369549.6,0,53445.1,45900.6,7250.4,294.1,263518.5,259957,85623.9,16952.8,67671.1,1000,100541.2,94308.9,6232.4,833.3,10692.7,5334.4,1910.6,0,3447.7,1287041.2,37114.3,108421.3,108415.6,5.8,329832.8,20000,309832.8,13382.8,246817.7,168185.3,57225.9,41955.1,7677.2,419212.5,11881.7,24640.7,306939.8,36007,39743.3,392357.7,102.6,0,136466.1,136466.1,0,0,2017,"Financial Year (Apr - Mar), 2017"
HARYANA,2017-18,Revised Estimates,7831130,5110040,3151657,1285428,314001,21000,176312,3476,553777,73016,54830,606662,22364,25603,15188,1958383,314655,104973,9830,72927,90,6268,34373,0,12433,39877,0,33745,138,347553,0,198363,169743,800,0,765901,760351,35254,12936,22318,0,288052,86546,201506,3057,5549,2344,376,30,2798,2681020,108475,47319,47178,140,1188740,0,1188740,5294,1060820,696647,118200,107502,15124,495010,16342,20133,379305,24433,54796,840000,1476,0,40070,40070,0,0,2017,"Financial Year (Apr - Mar), 2017"
HARYANA,2017-18,Budget Estimates,7993584,5515583,3140358,1434847,316875,23093,191966,2826,395670,70997,48076,577817,28843,32979,16368,2375225,377383,144209,10384,73083,105,8651,41775,0,36653,39691,0,22627,204,379380,0,197269,170516,933,0,1023030,1012472,54029,32807,21222,0,334182,109848,224334,3240,6712,2838,454,29,3391,2437931,93828,52959,52736,223,1125719,0,1125719,8571,1000832,702404,117680,109808,6508,503338,16952,22560,383841,26836,53149,660022,2065,0,40070,40070,0,0,2017,"Financial Year (Apr - Mar), 2017"
ANDHRA PRADESH,2017-18,Budget Estimates,12591162,8681835,6057089,2136085,481440,194367,121766,133033,396899,1020477,26841,1131400,337949,48797,28035,2624746,504162,279845,4977,90389,0,26176,33654,0,2942,47111,0,17243,1824,1171163,0,67037,55668,10891,100,369058,368375,179150,65304,112446,1400,142611,124357,18254,3264,188302,87691,24536,64153,11922,3904727,98070,123352,123352,0,1547152,68900,1478252,57992,1302989,1050500,144373,117271,0,745152,47039,123947,458729,27237,88201,1390989,10,0,4600,4600,0,0,2017,"Financial Year (Apr - Mar), 2017"
ANDHRA PRADESH,2017-18,Revised Estimates,12727202,8799605,6612237,2021953,464357,188575,249941,179164,283957,993856,26872,1517626,384120,271119,30697,2187368,587326,360363,4665,94803,0,26794,34199,0,2942,47614,0,14993,952,795770,0,66070,55964,9521,30,309599,309016,145570,42098,102471,1000,149286,131307,17980,1876,131871,44801,21103,52097,13870,3920929,95827,115364,115364,0,1544517,68900,1475617,42102,1316208,1050500,144373,117307,0,726693,32046,110331,474566,26870,82880,1438482,46,0,6667,6667,0,0,2017,"Financial Year (Apr - Mar), 2017"
ANDHRA PRADESH,2017-18,Accounts,12121377.6,8205302,5915935,1965355.9,445007.7,173748,317270.6,161546.4,289920.7,974607.5,20844,1002798,342924.2,192303.3,29608.7,2289367.1,732620.8,519597.4,3964.1,88592.1,0,25635.6,33194.5,0,14.3,47684,0,13044.1,923.3,799015.4,0,63448.9,9420.9,16.1,341740,334357.2,153559,35340.6,116818.4,1400,147463.4,126793,20670.4,480.9,52000.3,32149.5,19074.2,51910,13165.7,3907471.6,81401.7,103504,103504,0,1419186.3,34500,1384686.3,43833.4,1248137.5,0,1032630.3,142447.9,92715.5,0,679754.8,28105.7,99331.9,450452.1,22869.3,78995.8,1623586.6,38.2,0,8604,8604,0,0,2017,"Financial Year (Apr - Mar), 2017"
ASSAM,2017-18,Revised Estimates,7925654,4991046,3183324,1623151,482334,38945,71582,221178,238436,134445,21852,166855,44758,128897,10893,1807722,441594,138856,10203,49901,3813,10122,104101,0,74781,33011,0,15229,1577,532896,52820,103945,17283,50650,35383,271236,271163,124229,63721,60508,0,207089,183901,23189,2936,70977,53517,6286,119,11055,2882059,57072,110385,110113,272,395672,20997,374675,11743,257645,151654,89591,105287,0,996637,268767,22785,495665,60924,148495,968238,354055,0,52549,52548,0,0,2017,"Financial Year (Apr - Mar), 2017"
ASSAM,2017-18,Budget Estimates,6831945,4277721,2868888,1493573,413120,30534,63242,219817,190026,130233,16194,154782,44751,102626,9991,1408833,351530,92783,7959,46466,3813,9775,95760,0,56423,26701,0,10318,1531,507446,21056,99860,17283,48299,33702,90255,90182,79033,51755,27277,0,198438,176817,21621,2926,58290,41114,6164,115,10897,2522343,55644,69841,69572,269,395672,20997,374675,11743,257645,151654,89591,105287,0,846892,242913,21521,444979,43619,93861,968238,186055,0,31881,31880,0,0,2017,"Financial Year (Apr - Mar), 2017"
MAHARASHTRA,2017-18,Accounts,24157106.6,14724332.9,9305430.1,4847631.1,1078227.3,82244.6,309002.2,109378.8,803027,1243882,83439.2,362604.3,253231.5,113309.1,19453,5418902.8,2612960.9,473560.1,7719.9,95974.9,34261.6,14263.4,210810.6,0,31514.7,99867.4,0,129380.5,1515607.8,658872.6,58,215927.9,149580.2,63343.1,1620,894572.9,840314.7,243893.8,21809.1,222084.7,0,546091.5,498431,47660.5,22451.5,224073.7,185390,29303.1,0,9380.5,7853478.1,199412.6,278411.5,278174.3,237.2,3611842.6,310000,3301842.6,43270.6,2782745.5,1999531.7,726492.1,453134.6,22692,1892172.4,44304.8,514628.4,1123319.9,108633.6,101285.7,1860269.4,11369.5,9418.8,1579295.6,1579295.6,0,0,2017,"Financial Year (Apr - Mar), 2017"
MAHARASHTRA,2017-18,Revised Estimates,27244826,17555326,11330567,5353828,1264260,92728,536668,244226,1190437,1376757,132195,411471,286917,409273,31808,6224759,2978931,609049,12466,113608,35061,16402,226162,0,37435,108922,0,149467,1670360,1062896,91,244672,145740,94556,2531,911940,844874,250477,25979,224498,0,479308,410612,68696,30502,265942,204881,49790,0,11270,8109816,229053,330884,330431,453,3661765,310000,3351765,45117,2790906,1996461,726492,481474,34268,2048498,50304,554238,1199891,123268,120798,1826527,13090,10817,1579683,1579683,0,0,2017,"Financial Year (Apr - Mar), 2017"
MAHARASHTRA,2017-18,Budget Estimates,24824873,15739079,11407868,5552744,1031089,83791,538195,286411,1218657,1386336,104592,415268,197772,557210,35802,4331211,1199003,557369,11959,111653,38200,12025,235160,0,27347,97795,0,95010,12484,1027886,91,255448,151294,99446,2732,695955,607462,309555,30936,278619,0,531622,487620,44002,33124,278528,209623,57537,15,11353,8232452,247808,352015,351458,556,3412711,310000,3102711,45117,2525305,1741806,726492,508472,23817,2223195,48136,574184,1210066,158427,232381,1981255,15468,13152,853342,853342,0,0,2017,"Financial Year (Apr - Mar), 2017"
HIMACHAL PRADESH,2017-18,Accounts,2705315.9,1603332.2,1033654.9,569910.6,140200.1,34097.1,98289.3,11756.9,23850.8,5614.8,15588.9,87438.9,7339.8,32425.6,7142.1,569677.2,179954.9,45351.6,6873.1,31779.7,1703.5,1767.5,40284.5,132.9,22750.2,25143,0,3169,1000,92179,0,45048.5,4195.2,40253.8,599.5,37260.4,36771.8,10581.1,9048.6,1532.5,0,181441.4,149936.3,31505,1223.3,21988.6,5557.5,14013.6,1165.5,1252,1100954.3,31853.5,24539,24415.9,123.1,378822.1,0,378822.1,8673.2,274198,163679,68232.4,95950.9,0,192202.2,8207.4,20713.4,104938,30962,27381.5,470884.9,2652.6,0,1029.5,1029.5,0,0,2017,"Financial Year (Apr - Mar), 2017"
